,keywords
1915,"{'mortgage': 0.374, 'lending': 0.343, 'property': 0.329, 'fell': 0.232, 'prices': 0.217}"
1916,"{'named': 0.3, 'film': 0.287, 'award': 0.273, 'actress': 0.234, 'actor': 0.217}"
1917,"{'howard': 0.284, 'bn': 0.251, 'cuts': 0.242, 'taxes': 0.236, 'borrowing': 0.226}"
1918,"{'csi': 0.43, 'promotion': 0.382, 'scene': 0.228, 'material': 0.228, 'crime': 0.201}"
1919,"{'custody': 0.31, 'iraqi': 0.292, 'jurisdiction': 0.219, 'death': 0.203, 'human': 0.196}"
1920,"{'olympic': 0.319, 'champion': 0.305, 'indoor': 0.279, 'record': 0.227, 'season': 0.165}"
1921,"{'spain': 0.328, 'rock': 0.305, 'future': 0.285, 'referendum': 0.279, 'straw': 0.242}"
1922,"{'aid': 0.54, 'commission': 0.251, 'italian': 0.228, 'eu': 0.207, 'carriers': 0.183}"
1923,"{'euros': 0.517, 'mobile': 0.372, 'bn': 0.334, 'debt': 0.329, 'deutsche': 0.197}"
1924,"{'prince': 0.462, 'straw': 0.267, 'queen': 0.265, 'nazi': 0.21, 'glad': 0.189}"
1925,"{'pension': 0.373, 'congress': 0.286, 'pensions': 0.26, 'taxpayers': 0.204, 'insurance': 0.181}"
1926,"{'music': 0.426, 'norway': 0.325, 'napster': 0.266, 'links': 0.216, 'industry': 0.211}"
1927,"{'roddick': 0.653, 'nadal': 0.633, 'serve': 0.166, 'break': 0.156, 'saves': 0.103}"
1928,"{'gas': 0.659, 'ukraine': 0.312, 'price': 0.288, 'supplies': 0.282, 'russia': 0.177}"
1929,"{'hanks': 0.557, 'vinci': 0.231, 'book': 0.219, 'da': 0.207, 'brown': 0.202}"
1930,"{'circuit': 0.541, 'city': 0.341, 'retailer': 0.325, 'private': 0.215, 'takeover': 0.171}"
1931,"{'mirza': 0.443, 'martinez': 0.289, 'kuznetsova': 0.289, 'wasn': 0.207, 'defeat': 0.188}"
1932,"{'anelka': 0.517, 'club': 0.44, 'nicolas': 0.4, 'bid': 0.157, 'wright': 0.121}"
1933,"{'ballet': 0.883, 'children': 0.159, 'age': 0.114, 'fewer': 0.109, 'dance': 0.107}"
1934,"{'rfid': 0.622, 'tags': 0.575, 'consumers': 0.222, 'survey': 0.172, 'technology': 0.1}"
1935,"{'lib': 0.337, 'cable': 0.329, 'brown': 0.299, 'tax': 0.291, 'dem': 0.21}"
1936,"{'hp': 0.44, 'digital': 0.361, 'revolution': 0.213, 'ms': 0.182, 'technology': 0.176}"
1937,"{'id': 0.509, 'cards': 0.434, 'howard': 0.214, 'shadow': 0.163, 'police': 0.152}"
1938,"{'brown': 0.332, 'prescott': 0.245, 'labour': 0.243, 'prime': 0.229, 'minister': 0.192}"
1939,"{'england': 0.414, 'sevens': 0.383, 'final': 0.357, 'dubai': 0.325, 'beaten': 0.18}"
1940,"{'iaaf': 0.399, 'thanou': 0.248, 'kenteris': 0.248, 'greek': 0.232, 'tests': 0.209}"
1941,"{'gerrard': 0.38, 'liverpool': 0.316, 'benitez': 0.291, 'champions': 0.216, 'reds': 0.206}"
1942,"{'yukos': 0.684, 'court': 0.239, 'russian': 0.191, 'bank': 0.158, 'yugansk': 0.155}"
1943,"{'apple': 0.609, 'lawsuit': 0.28, 'complaint': 0.278, 'information': 0.23, 'posted': 0.208}"
1944,"{'outkast': 0.404, 'album': 0.318, 'band': 0.243, 'adds': 0.222, 'pair': 0.185}"
1945,"{'bankruptcy': 0.324, 'creditors': 0.31, 'workers': 0.305, 'brazil': 0.193, 'priority': 0.188}"
1946,"{'kenteris': 0.331, 'athens': 0.276, 'drugs': 0.256, 'thanou': 0.248, 'iaaf': 0.239}"
1947,"{'india': 0.523, 'air': 0.288, 'boeing': 0.272, 'aircraft': 0.253, 'aviation': 0.253}"
1948,"{'athletics': 0.61, 'deal': 0.231, 'championships': 0.224, 'agreed': 0.177, 'major': 0.157}"
1949,"{'jet': 0.497, 'airline': 0.33, 'airways': 0.306, 'indian': 0.224, 'domestic': 0.207}"
1950,"{'computer': 0.414, 'generated': 0.289, 'virtual': 0.211, 'project': 0.201, 'life': 0.201}"
1951,"{'retailers': 0.442, 'retail': 0.337, 'figures': 0.271, 'ons': 0.267, 'christmas': 0.244}"
1952,"{'ebbers': 0.497, 'worldcom': 0.474, 'fraud': 0.221, 'trial': 0.201, 'bn': 0.186}"
1953,"{'survey': 0.309, 'manufacturers': 0.286, 'economy': 0.285, 'september': 0.259, 'japanese': 0.256}"
1954,"{'sales': 0.357, 'drinks': 0.329, 'brands': 0.274, 'profits': 0.225, 'underlying': 0.211}"
1955,"{'hewitt': 0.69, 'sets': 0.208, 'match': 0.2, 'argentine': 0.168, 'seed': 0.142}"
1956,"{'balco': 0.475, 'trial': 0.254, 'judge': 0.208, 'conte': 0.2, 'enhancing': 0.181}"
1957,"{'roddick': 0.605, 'coach': 0.318, 'assistant': 0.229, 'fit': 0.191, 'andy': 0.181}"
1958,"{'mcmanus': 0.379, 'magnier': 0.379, 'glazer': 0.373, 'bid': 0.278, 'club': 0.26}"
1959,"{'crude': 0.58, 'energy': 0.316, 'barrels': 0.262, 'demand': 0.256, 'oil': 0.231}"
1960,"{'billboard': 0.548, 'usher': 0.349, 'outkast': 0.299, 'keys': 0.25, 'awards': 0.216}"
1961,"{'takeover': 0.35, 'maker': 0.313, 'johnson': 0.232, 'international': 0.216, 'comment': 0.207}"
1962,"{'south': 0.368, 'africa': 0.337, 'demand': 0.291, 'sales': 0.277, 'car': 0.268}"
1963,"{'turkey': 0.684, 'imf': 0.391, 'agreement': 0.246, 'reforms': 0.143, 'bn': 0.14}"
1964,"{'smith': 0.379, 'friendly': 0.323, 'scotland': 0.317, 'fixture': 0.262, 'series': 0.218}"
1965,"{'bomb': 0.466, 'stadium': 0.318, 'madrid': 0.31, 'real': 0.274, 'barcelona': 0.18}"
1966,"{'kuznetsova': 0.515, 'belgian': 0.409, 'tennis': 0.274, 'doping': 0.239, 'tested': 0.237}"
1967,"{'brain': 0.551, 'cap': 0.317, 'researchers': 0.263, 'control': 0.258, 'computer': 0.222}"
1968,"{'commission': 0.518, 'vodafone': 0.457, 'mobile': 0.386, 'phone': 0.152, 'operators': 0.148}"
1969,"{'juninho': 0.644, 'neill': 0.3, 'celtic': 0.253, 'move': 0.203, 'club': 0.165}"
1970,"{'balco': 0.566, 'anderson': 0.324, 'trial': 0.27, 'conte': 0.255, 'hearing': 0.191}"
1971,"{'thanou': 0.545, 'iaaf': 0.3, 'greek': 0.291, 'tribunal': 0.234, 'olympics': 0.197}"
1972,"{'euros': 0.41, 'drug': 0.299, 'stock': 0.25, 'shares': 0.227, 'main': 0.214}"
1973,"{'perry': 0.3, 'woman': 0.293, 'diary': 0.285, 'black': 0.271, 'smith': 0.217}"
1974,"{'reddy': 0.626, 'prof': 0.466, 'television': 0.18, 're': 0.138, 'computer': 0.137}"
1975,"{'bjorn': 0.381, 'phone': 0.376, 'ericsson': 0.268, 'cameras': 0.266, 'dr': 0.248}"
1976,"{'music': 0.527, 'mobile': 0.469, 'mobiles': 0.207, 'pc': 0.206, 'phone': 0.162}"
1977,"{'csos': 0.586, 'police': 0.363, 'powers': 0.336, 'officers': 0.21, 'crime': 0.173}"
1978,"{'venezuela': 0.454, 'foreign': 0.342, 'review': 0.248, 'contracts': 0.216, 'chavez': 0.19}"
1979,"{'rupees': 0.49, 'india': 0.285, 'profit': 0.283, 'car': 0.211, 'utility': 0.194}"
1980,"{'wi': 0.464, 'mobile': 0.43, 'fi': 0.423, 'office': 0.198, 'pocket': 0.142}"
1981,"{'yukos': 0.437, 'gdp': 0.218, 'economic': 0.187, 'baikal': 0.179, 'taxes': 0.178}"
1982,"{'gaming': 0.264, 'released': 0.258, 'ps': 0.22, 'ds': 0.212, 'wars': 0.2}"
1983,"{'surface': 0.516, 'faster': 0.425, 'hewitt': 0.329, 'lleyton': 0.26, 'melbourne': 0.256}"
1984,"{'wales': 0.435, 'neath': 0.311, 've': 0.232, 'ospreys': 0.218, 'nations': 0.202}"
1985,"{'hunting': 0.668, 'hunt': 0.331, 'police': 0.27, 'hunts': 0.194, 'ban': 0.174}"
1986,"{'savings': 0.342, 'posts': 0.256, 'foreign': 0.244, 'staff': 0.233, 'straw': 0.217}"
1987,"{'plans': 0.308, 'forgotten': 0.259, 'quangos': 0.197, 'taxes': 0.191, 'britain': 0.183}"
1988,"{'england': 0.328, 'goal': 0.326, 'wilkinson': 0.322, 'jonny': 0.319, 'kicking': 0.237}"
1989,"{'hodgson': 0.396, 'half': 0.352, 'penalties': 0.307, 'england': 0.279, 'kicking': 0.227}"
1990,"{'drinking': 0.487, 'premises': 0.237, 'police': 0.204, 'allowing': 0.179, 'binge': 0.175}"
1991,"{'schools': 0.471, 'bell': 0.463, 'citizenship': 0.333, 'faith': 0.223, 'muslim': 0.177}"
1992,"{'peer': 0.523, 'copyright': 0.296, 'piracy': 0.273, 'pleaded': 0.212, 'guilty': 0.182}"
1993,"{'parmalat': 0.505, 'bank': 0.408, 'italian': 0.267, 'barred': 0.227, 'suing': 0.219}"
1994,"{'mourinho': 0.435, 'chelsea': 0.3, 'arsenal': 0.27, 'campbell': 0.237, 'season': 0.205}"
1995,"{'blame': 0.403, 'cole': 0.397, 'van': 0.267, 'arsenal': 0.248, 'wenger': 0.21}"
1996,"{'southampton': 0.39, 'brentford': 0.325, 'saints': 0.231, 'league': 0.226, 'premiership': 0.207}"
1997,"{'clijsters': 0.429, 'february': 0.377, 'kim': 0.355, 'belgian': 0.265, 'return': 0.221}"
1998,"{'canada': 0.452, 'drug': 0.432, 'approval': 0.372, 'patients': 0.263, 'ms': 0.234}"
1999,"{'criticism': 0.309, 'goal': 0.268, 'mountain': 0.198, 'half': 0.198, 'pole': 0.194}"
2000,"{'russia': 0.414, 'oil': 0.272, 'bp': 0.24, 'resources': 0.225, 'gold': 0.207}"
2001,"{'china': 0.478, 'economy': 0.224, 'growth': 0.214, 'industrial': 0.165, 'faster': 0.153}"
2002,"{'corruption': 0.417, 'prime': 0.244, 'guilty': 0.241, 'found': 0.221, 'minister': 0.204}"
2003,"{'oil': 0.387, 'winter': 0.303, 'barrel': 0.237, 'crude': 0.222, 'supply': 0.19}"
2004,"{'johansson': 0.6, 'dent': 0.48, 'serve': 0.288, 'australian': 0.171, 'break': 0.16}"
2005,"{'police': 0.31, 'licensing': 0.278, 'fox': 0.272, 'closure': 0.271, 'premises': 0.206}"
2006,"{'mirza': 0.573, 'kuznetsova': 0.281, 'hantuchova': 0.272, 'round': 0.229, 'crowd': 0.214}"
2007,"{'law': 0.353, 'eu': 0.314, 'patenting': 0.277, 'software': 0.269, 'inventions': 0.268}"
2008,"{'mobile': 0.471, 'mms': 0.401, 'gprs': 0.314, 'mda': 0.273, 'chat': 0.226}"
2009,"{'tindall': 0.531, 'tour': 0.285, 'bath': 0.185, 'lions': 0.179, 'aiming': 0.177}"
2010,"{'cabir': 0.69, 'phone': 0.325, 'bluetooth': 0.238, 'range': 0.183, 'virus': 0.182}"
2011,"{'fiat': 0.774, 'alfa': 0.295, 'bn': 0.182, 'euros': 0.141, 'business': 0.129}"
2012,"{'film': 0.338, 'box': 0.261, 'hide': 0.231, 'knocked': 0.222, 'office': 0.21}"
2013,"{'bn': 0.559, 'exports': 0.331, 'eu': 0.319, 'imports': 0.208, 'export': 0.191}"
2014,"{'chelsea': 0.479, 'blues': 0.22, 'milan': 0.218, 'barcelona': 0.217, 'leg': 0.208}"
2015,"{'beer': 0.803, 'drinks': 0.176, 'japan': 0.173, 'draft': 0.168, 'drink': 0.16}"
2016,"{'definition': 0.47, 'dvd': 0.383, 'dean': 0.348, 'dvds': 0.304, 'master': 0.167}"
2017,"{'sony': 0.457, 'console': 0.267, 'gaming': 0.236, 'cm': 0.228, 'ds': 0.211}"
2018,"{'clarke': 0.334, 'suspects': 0.298, 'countries': 0.235, 'trials': 0.2, 'terror': 0.198}"
2019,"{'nominations': 0.389, 'foxx': 0.356, 'awards': 0.321, 'golden': 0.276, 'globes': 0.266}"
2020,"{'aol': 0.478, 'warner': 0.279, 'profit': 0.252, 'profits': 0.244, 'bn': 0.167}"
2021,"{'stern': 0.777, 'stations': 0.331, 'satellite': 0.181, 'viacom': 0.148, 'radio': 0.143}"
2022,"{'core': 0.268, 'rates': 0.219, 'consumer': 0.213, 'spending': 0.203, 'prices': 0.201}"
2023,"{'robot': 0.563, 'robots': 0.409, 'km': 0.223, 'run': 0.201, 'cm': 0.166}"
2024,"{'cuts': 0.311, 'tory': 0.299, 'blair': 0.278, 'spending': 0.259, 'party': 0.228}"
2025,"{'love': 0.289, 'drake': 0.263, 'vera': 0.261, 'dead': 0.231, 'award': 0.227}"
2026,"{'civil': 0.341, 'cuts': 0.277, 'jobs': 0.247, 'strike': 0.236, 'false': 0.234}"
2027,"{'hendrix': 0.681, 'guitar': 0.298, 'collected': 0.184, 'sold': 0.177, 'auction': 0.166}"
2028,"{'clark': 0.637, 'american': 0.225, 'host': 0.204, 'abc': 0.2, 'television': 0.193}"
2029,"{'mobile': 0.544, 'phone': 0.391, 'phones': 0.285, 'owners': 0.185, 'address': 0.169}"
2030,"{'british': 0.29, 'report': 0.265, 'income': 0.263, 'teenagers': 0.235, 'girls': 0.23}"
2031,"{'posters': 0.743, 'campaign': 0.235, 'phone': 0.172, 'pass': 0.161, 'red': 0.149}"
2032,"{'search': 0.532, 'blinkx': 0.48, 'jeeves': 0.341, 'web': 0.222, 'sites': 0.213}"
2033,"{'mercedes': 0.583, 'euros': 0.44, 'daimlerchrysler': 0.304, 'profits': 0.243, 'bn': 0.166}"
2034,"{'deal': 0.384, 'millennium': 0.343, 'attempt': 0.249, 'sell': 0.248, 'report': 0.203}"
2035,"{'holmes': 0.634, 'olympic': 0.278, 'kelly': 0.224, 'double': 0.199, 'champion': 0.166}"
2036,"{'festival': 0.405, 'lewis': 0.338, 'berlin': 0.28, 'film': 0.267, 'day': 0.241}"
2037,"{'bmw': 0.724, 'vehicles': 0.3, 'enter': 0.202, 'car': 0.179, 'van': 0.138}"
2038,"{'blair': 0.293, 'party': 0.275, 'kennedy': 0.26, 'trust': 0.249, 'wasted': 0.245}"
2039,"{'film': 0.253, 'winner': 0.247, 'award': 0.226, 'ross': 0.208, 'hero': 0.204}"
2040,"{'iraq': 0.452, 'reconstruction': 0.419, 'contract': 0.329, 'withdrawal': 0.217, 'efforts': 0.155}"
2041,"{'virus': 0.67, 'mail': 0.364, 'infected': 0.292, 'christmas': 0.226, 'anti': 0.155}"
2042,"{'sydney': 0.35, 'dechy': 0.305, 'women': 0.282, 'injury': 0.267, 'begins': 0.244}"
2043,"{'search': 0.699, 'google': 0.241, 'web': 0.234, 'yahoo': 0.221, 'queries': 0.18}"
2044,"{'kennedy': 0.429, 'labour': 0.339, 'election': 0.261, 'tories': 0.204, 'liberal': 0.202}"
2045,"{'benitez': 0.642, 'liverpool': 0.373, 'counter': 0.17, 'spain': 0.147, 'champions': 0.136}"
2046,"{'howard': 0.406, 'party': 0.355, 'elections': 0.253, 'issues': 0.196, 'statement': 0.189}"
2047,"{'canadian': 0.365, 'restructuring': 0.345, 'aircraft': 0.239, 'train': 0.225, 'structure': 0.217}"
2048,"{'blair': 0.451, 'bush': 0.397, 'military': 0.234, 'prime': 0.203, 'minister': 0.17}"
2049,"{'kilroy': 0.535, 'silk': 0.466, 'ukip': 0.389, 'veritas': 0.261, 'party': 0.185}"
2050,"{'bn': 0.247, 'acquisition': 0.244, 'branded': 0.225, 'swiss': 0.225, 'expensive': 0.199}"
2051,"{'shares': 0.288, 'index': 0.252, 'stock': 0.211, 'war': 0.197, 'major': 0.168}"
2052,"{'renault': 0.683, 'western': 0.243, 'sales': 0.237, 'outside': 0.188, 'europe': 0.185}"
2053,"{'domain': 0.487, 'dyer': 0.351, 'fake': 0.27, 'browsers': 0.254, 'system': 0.198}"
2054,"{'lord': 0.509, 'fox': 0.255, 'dr': 0.239, 'tory': 0.195, 'prison': 0.175}"
2055,"{'jobs': 0.57, 'growth': 0.207, 'rate': 0.179, 'job': 0.174, 'gains': 0.167}"
2056,"{'university': 0.4, 'education': 0.346, 'students': 0.218, 'fees': 0.213, 'report': 0.211}"
2057,"{'airline': 0.36, 'fuel': 0.346, 'loss': 0.308, 'airlines': 0.298, 'quarter': 0.252}"
2058,"{'interactive': 0.51, 'nominations': 0.262, 'guardian': 0.244, 'awards': 0.216, 'tv': 0.19}"
2059,"{'brown': 0.474, 'blair': 0.298, 'labour': 0.274, 'prescott': 0.269, 'party': 0.217}"
2060,"{'wenger': 0.528, 'goals': 0.282, 'arsenal': 0.277, 'goal': 0.243, 'bad': 0.183}"
2061,"{'turkey': 0.554, 'eu': 0.413, 'cyprus': 0.242, 'turkish': 0.212, 'membership': 0.193}"
2062,"{'election': 0.292, 'brown': 0.292, 'voters': 0.263, 'budget': 0.247, 'tax': 0.236}"
2063,"{'henry': 0.335, 'shot': 0.31, 'fuller': 0.306, 'arsenal': 0.294, 'pompey': 0.271}"
2064,"{'perform': 0.298, 'station': 0.298, 'christmas': 0.251, 'london': 0.24, 'hosting': 0.236}"
2065,"{'search': 0.541, 'microsoft': 0.385, 'engine': 0.332, 'queries': 0.229, 'answer': 0.169}"
2066,"{'blogs': 0.605, 'blog': 0.432, 'survey': 0.278, 'americans': 0.167, 'internet': 0.149}"
2067,"{'output': 0.44, 'production': 0.242, 'industrial': 0.235, 'increase': 0.217, 'economist': 0.217}"
2068,"{'games': 0.488, 'political': 0.433, 'campaigns': 0.255, 'video': 0.196, 'tool': 0.164}"
2069,"{'ferguson': 0.52, 'finished': 0.231, 'didn': 0.19, 'manager': 0.182, 'united': 0.179}"
2070,"{'plasma': 0.567, 'display': 0.331, 'electronics': 0.209, 'samsung': 0.157, 'enable': 0.15}"
2071,"{'quotas': 0.397, 'workers': 0.29, 'lose': 0.213, 'markets': 0.209, 'factories': 0.201}"
2072,"{'rail': 0.56, 'accident': 0.297, 'managers': 0.292, 'trial': 0.221, 'section': 0.196}"
2073,"{'banned': 0.304, 'miss': 0.292, 'davis': 0.285, 'drugs': 0.272, 'test': 0.236}"
2074,"{'apple': 0.472, 'bittorrent': 0.246, 'tiger': 0.232, 'action': 0.205, 'products': 0.202}"
2075,"{'google': 0.458, 'books': 0.443, 'libraries': 0.358, 'library': 0.327, 'oxford': 0.295}"
2076,"{'music': 0.385, 'mobile': 0.298, 'phones': 0.26, 'gartner': 0.247, 'mobiles': 0.207}"
2077,"{'holmes': 0.544, 'glasgow': 0.255, 'events': 0.213, 'track': 0.203, 'plane': 0.145}"
2078,"{'box': 0.401, 'office': 0.323, 'bowl': 0.211, 'film': 0.208, 'weekend': 0.194}"
2079,"{'holmes': 0.544, 'glasgow': 0.255, 'events': 0.213, 'track': 0.203, 'plane': 0.145}"
2080,"{'asylum': 0.615, 'refugees': 0.344, 'howard': 0.231, 'immigration': 0.211, 'plans': 0.209}"
2081,"{'lending': 0.753, 'mortgage': 0.411, 'bn': 0.224, 'january': 0.166, 'weaker': 0.147}"
2082,"{'ukip': 0.523, 'hockney': 0.373, 'kilroy': 0.327, 'silk': 0.314, 'houston': 0.253}"
2083,"{'mock': 0.544, 'schools': 0.405, 'elections': 0.24, 'democracy': 0.219, 'pupils': 0.217}"
2084,"{'kapranos': 0.379, 'band': 0.341, 'franz': 0.285, 'ferdinand': 0.272, 'art': 0.257}"
2085,"{'games': 0.453, 'mobile': 0.326, 'titles': 0.209, 'handsets': 0.197, 'via': 0.152}"
2086,"{'inbev': 0.593, 'sun': 0.35, 'alfa': 0.332, 'russian': 0.28, 'employs': 0.185}"
2087,"{'phishing': 0.694, 'messages': 0.255, 'attacks': 0.236, 'spam': 0.197, 'mail': 0.195}"
2088,"{'italy': 0.3, 'driscoll': 0.293, 'ireland': 0.266, 'gara': 0.26, 'murphy': 0.236}"
2089,"{'category': 0.311, 'nominations': 0.254, 'british': 0.241, 'channel': 0.185, 'golden': 0.18}"
2090,"{'actor': 0.41, 'oscar': 0.333, 'dan': 0.283, 'nomination': 0.271, 'nominated': 0.232}"
2091,"{'collins': 0.513, 'athletics': 0.32, 'appointment': 0.179, 'competitors': 0.177, 'sport': 0.165}"
2092,"{'fed': 0.463, 'inflation': 0.279, 'rise': 0.247, 'growth': 0.19, 'rate': 0.164}"
2093,"{'chart': 0.464, 'bpi': 0.42, 'download': 0.283, 'singles': 0.25, 'official': 0.249}"
2094,"{'virus': 0.446, 'viruses': 0.32, 'bot': 0.267, 'writers': 0.246, 'phishing': 0.243}"
2095,"{'uwb': 0.83, 'ofcom': 0.169, 'technology': 0.141, 'adoption': 0.134, 'data': 0.134}"
2096,"{'harry': 0.414, 'fulham': 0.343, 'recover': 0.285, 'struggling': 0.269, 'winger': 0.153}"
2097,"{'band': 0.525, 'fightstar': 0.337, 'busted': 0.327, 'pop': 0.284, 'simpson': 0.191}"
2098,"{'iraq': 0.446, 'oil': 0.371, 'contract': 0.305, 'field': 0.223, 'ministry': 0.211}"
2099,"{'visit': 0.35, 'papers': 0.296, 'pakistani': 0.241, 'policing': 0.233, 'arrangements': 0.219}"
2100,"{'casinos': 0.502, 'gambling': 0.458, 'tricks': 0.271, 'casino': 0.196, 'jowell': 0.186}"
2101,"{'palestinian': 0.594, 'israeli': 0.238, 'peace': 0.215, 'israel': 0.211, 'attacks': 0.17}"
2102,"{'itunes': 0.633, 'users': 0.354, 'apple': 0.236, 'security': 0.19, 'upgrade': 0.182}"
2103,"{'nintendo': 0.457, 'ds': 0.389, 'device': 0.21, 'gaming': 0.208, 'handheld': 0.198}"
2104,"{'halifax': 0.528, 'prices': 0.419, 'house': 0.343, 'price': 0.194, 'bank': 0.194}"
2105,"{'blunkett': 0.678, 'immigration': 0.179, 'labour': 0.158, 'sheffield': 0.152, 'speeches': 0.12}"
2106,"{'deficit': 0.533, 'dollar': 0.29, 'bn': 0.241, 'exports': 0.218, 'imports': 0.205}"
2107,"{'games': 0.478, 'children': 0.362, 'adults': 0.329, 'parents': 0.243, 'industry': 0.202}"
2108,"{'tax': 0.403, 'lib': 0.34, 'kennedy': 0.318, 'dems': 0.272, 'taxes': 0.256}"
2109,"{'morrison': 0.655, 'album': 0.36, 'label': 0.325, 'campbell': 0.199, 'mark': 0.141}"
2110,"{'jones': 0.365, 'replacements': 0.331, 'murphy': 0.303, 'sale': 0.206, 'leary': 0.2}"
2111,"{'document': 0.4, 'documents': 0.377, 'information': 0.326, 'sensitive': 0.244, 'microsoft': 0.236}"
2112,"{'euros': 0.314, 'cents': 0.282, 'disney': 0.273, 'restructuring': 0.263, 'visitors': 0.223}"
2113,"{'gadgets': 0.377, 'ipod': 0.375, 'irish': 0.373, 'gadget': 0.245, 'sony': 0.213}"
2114,"{'academy': 0.462, 'awards': 0.251, 'war': 0.218, 'handed': 0.187, 'award': 0.186}"
2115,"{'gadgets': 0.401, 'phones': 0.342, 'laptops': 0.262, 'losing': 0.25, 'left': 0.225}"
2116,"{'nielsen': 0.554, 'dr': 0.376, 'design': 0.261, 'search': 0.207, 'user': 0.175}"
2117,"{'ruddock': 0.552, 'players': 0.379, 'wales': 0.256, 'dragons': 0.25, 'weekend': 0.162}"
2118,"{'climate': 0.429, 'blair': 0.326, 'treaty': 0.286, 'cut': 0.262, 'change': 0.211}"
2119,"{'leary': 0.622, 'villa': 0.327, 'thomas': 0.323, 'club': 0.191, 'agent': 0.184}"
2120,"{'ferguson': 0.487, 'united': 0.268, 'chelsea': 0.249, 'fulham': 0.226, 'strike': 0.189}"
2121,"{'women': 0.56, 'mps': 0.309, 'researchers': 0.233, 'male': 0.227, 'mp': 0.174}"
2122,"{'marvel': 0.532, 'spider': 0.467, 'lee': 0.401, 'profits': 0.287, 'judge': 0.155}"
2123,"{'tickets': 0.479, 'ticket': 0.269, 'green': 0.242, 'band': 0.222, 'concerts': 0.213}"
2124,"{'tate': 0.564, 'ferguson': 0.34, 'manufacturers': 0.223, 'index': 0.212, 'boss': 0.166}"
2125,"{'blair': 0.317, 'election': 0.2, 'pain': 0.179, 'prime': 0.178, 'campaign': 0.175}"
2126,"{'livingstone': 0.376, 'apologise': 0.32, 'johnson': 0.32, 'ken': 0.307, 'jewish': 0.267}"
2127,"{'dunne': 0.509, 'keegan': 0.391, 'city': 0.285, 'commit': 0.156, 'defender': 0.154}"
2128,"{'land': 0.348, 'house': 0.302, 'december': 0.279, 'slowdown': 0.271, 'prices': 0.25}"
2129,"{'dollar': 0.489, 'slide': 0.254, 'euro': 0.246, 'deficit': 0.218, 'snow': 0.192}"
2130,"{'linux': 0.654, 'ibm': 0.435, 'software': 0.256, 'programs': 0.217, 'source': 0.155}"
2131,"{'china': 0.673, 'bank': 0.4, 'banks': 0.243, 'construction': 0.17, 'loans': 0.162}"
2132,"{'machines': 0.41, 'consoles': 0.246, 'developers': 0.231, 'nintendo': 0.202, 'sony': 0.2}"
2133,"{'linux': 0.654, 'ibm': 0.435, 'software': 0.256, 'programs': 0.217, 'source': 0.155}"
2134,"{'bell': 0.402, 'england': 0.324, 'bath': 0.317, 'barkley': 0.257, 'gloucester': 0.168}"
2135,"{'boeing': 0.503, 'japan': 0.38, 'airlines': 0.35, 'airbus': 0.326, 'aircraft': 0.234}"
2136,"{'register': 0.488, 'voters': 0.294, 'electoral': 0.267, 'voting': 0.203, 'vote': 0.202}"
2137,"{'zealand': 0.339, 'france': 0.288, 'africa': 0.282, 'scotland': 0.263, 'wales': 0.259}"
2138,"{'assets': 0.425, 'central': 0.277, 'frozen': 0.264, 'bank': 0.245, 'funds': 0.204}"
2139,"{'barclays': 0.682, 'bank': 0.338, 'profits': 0.257, 'bn': 0.176, 'investment': 0.154}"
2140,"{'slam': 0.303, 'wales': 0.284, 'grand': 0.268, 'england': 0.206, 'ireland': 0.203}"
2141,"{'blogs': 0.656, 'media': 0.18, 'traditional': 0.159, 'blog': 0.154, 'information': 0.153}"
2142,"{'rush': 0.438, 'liverpool': 0.297, 'uncertain': 0.249, 'league': 0.246, 'manager': 0.15}"
2143,"{'camera': 0.505, 'phones': 0.447, 'cameras': 0.273, 'mobiles': 0.23, 'images': 0.216}"
2144,"{'guitarist': 0.41, 'rock': 0.3, 'anger': 0.249, 'brand': 0.227, 'station': 0.225}"
2145,"{'didn': 0.249, 'wales': 0.245, 've': 0.218, 'character': 0.205, 'slam': 0.203}"
2146,"{'hayes': 0.453, 'awards': 0.284, 'honour': 0.271, 'olympic': 0.238, 'field': 0.233}"
2147,"{'song': 0.368, 'read': 0.325, 'recorded': 0.265, 'relief': 0.264, 'single': 0.21}"
2148,"{'boerse': 0.508, 'lse': 0.452, 'deutsche': 0.415, 'shareholders': 0.21, 'standard': 0.155}"
2149,"{'farmers': 0.502, 'project': 0.243, 'information': 0.214, 'network': 0.194, 'agricultural': 0.184}"
2150,"{'spain': 0.428, 'aragones': 0.426, 'racism': 0.293, 'federation': 0.234, 'comments': 0.19}"
2151,"{'woodward': 0.426, 'lions': 0.356, 'rugby': 0.291, 'dallaglio': 0.203, 'players': 0.173}"
